,Treatment,Location,SessionID,FutureTense,Mandarin,ID,Participant,Period,a,b,c,d,interestrate,lowerbound,upperbound,FinalProfit,client,Gender,Taiwan,Econ,Course,Female,Econmajor,laugnauge,otherLanguage,WhichLanguage,EngCountry,WhichCountry,Purpose,AE,AF,chineseismainlanguage0english1ma
740,CF,0,181012_1042,1,1,5,93,5,2,0,2,3,0.13118213223374553,0.0911607783969773,0.13118213223374553,10,5,female,台灣本地生,否,4,1,0,中文,否,,否,,風險承擔?我想到那個延遲享樂(棉花糖實驗),,,1.0
741,CF,0,181012_1042,1,1,5,93,6,4,4,8,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,10,5,female,台灣本地生,否,4,1,0,中文,否,,否,,風險承擔?我想到那個延遲享樂(棉花糖實驗),,,1.0
742,CF,0,181012_1042,1,1,5,93,7,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,10,5,female,台灣本地生,否,4,1,0,中文,否,,否,,風險承擔?我想到那個延遲享樂(棉花糖實驗),,,1.0
743,CF,0,181012_1042,1,1,5,93,8,4,0,4,3,0.06559106611687276,0.04558038919848865,0.06559106611687276,10,5,female,台灣本地生,否,4,1,0,中文,否,,否,,風險承擔?我想到那個延遲享樂(棉花糖實驗),,,1.0
744,CF,0,181012_1042,1,1,6,94,1,8,0,8,2,0.022790194599244324,0.011913772475540617,0.022790194599244324,14,6,female,台灣本地生,是,3,1,1,中文,是,英文,否,,研究究竟利率要多少人們才會願意把存進銀行裡,,,1.0
745,CF,0,181012_1042,1,1,6,94,2,8,4,12,3,0.03279553305843638,0.022790194599244324,0.03279553305843638,14,6,female,台灣本地生,是,3,1,1,中文,是,英文,否,,研究究竟利率要多少人們才會願意把存進銀行裡,,,1.0
746,CF,0,181012_1042,1,1,6,94,3,2,4,6,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,14,6,female,台灣本地生,是,3,1,1,中文,是,英文,否,,研究究竟利率要多少人們才會願意把存進銀行裡,,,1.0
747,CF,0,181012_1042,1,1,6,94,4,4,4,8,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,14,6,female,台灣本地生,是,3,1,1,中文,是,英文,否,,研究究竟利率要多少人們才會願意把存進銀行裡,,,1.0
748,CF,0,181012_1042,1,1,6,94,5,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,14,6,female,台灣本地生,是,3,1,1,中文,是,英文,否,,研究究竟利率要多少人們才會願意把存進銀行裡,,,1.0
749,CF,0,181012_1042,1,1,6,94,6,4,0,4,3,0.06559106611687276,0.04558038919848865,0.06559106611687276,14,6,female,台灣本地生,是,3,1,1,中文,是,英文,否,,研究究竟利率要多少人們才會願意把存進銀行裡,,,1.0
750,CF,0,181012_1042,1,1,6,94,7,2,0,2,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,14,6,female,台灣本地生,是,3,1,1,中文,是,英文,否,,研究究竟利率要多少人們才會願意把存進銀行裡,,,1.0
751,CF,0,181012_1042,1,1,6,94,8,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,14,6,female,台灣本地生,是,3,1,1,中文,是,英文,否,,研究究竟利率要多少人們才會願意把存進銀行裡,,,1.0
752,CF,0,181012_1042,1,1,7,95,1,8,4,12,7,0.0663285313827713,0.058750453655716954,0.0663285313827713,10,7,male,台灣本地生,是,2,0,1,中文,否,,否,,想體會面臨選擇權問題時，會如何應對,,,1.0
753,CF,0,181012_1042,1,1,7,95,2,4,0,4,5,0.1013662770270411,0.08411805915530322,0.1013662770270411,10,7,male,台灣本地生,是,2,0,1,中文,否,,否,,想體會面臨選擇權問題時，會如何應對,,,1.0
754,CF,0,181012_1042,1,1,7,95,3,1,0,1,6,0.47000362924573563,0.4054651081081644,0.47000362924573563,10,7,male,台灣本地生,是,2,0,1,中文,否,,否,,想體會面臨選擇權問題時，會如何應對,,,1.0
755,CF,0,181012_1042,1,1,7,95,4,2,0,2,6,0.23500181462286782,0.2027325540540822,0.23500181462286782,10,7,male,台灣本地生,是,2,0,1,中文,否,,否,,想體會面臨選擇權問題時，會如何應對,,,1.0
756,CF,0,181012_1042,1,1,7,95,5,2,4,6,7,0.2653141255310852,0.23500181462286782,0.2653141255310852,10,7,male,台灣本地生,是,2,0,1,中文,否,,否,,想體會面臨選擇權問題時，會如何應對,,,1.0
757,CF,0,181012_1042,1,1,7,95,6,8,0,8,7,0.0663285313827713,0.058750453655716954,0.0663285313827713,10,7,male,台灣本地生,是,2,0,1,中文,否,,否,,想體會面臨選擇權問題時，會如何應對,,,1.0
758,CF,0,181012_1042,1,1,7,95,7,1,4,5,5,0.4054651081081644,0.3364722366212129,0.4054651081081644,10,7,male,台灣本地生,是,2,0,1,中文,否,,否,,想體會面臨選擇權問題時，會如何應對,,,1.0
759,CF,0,181012_1042,1,1,7,95,8,4,4,8,7,0.1326570627655426,0.11750090731143391,0.1326570627655426,10,7,male,台灣本地生,是,2,0,1,中文,否,,否,,想體會面臨選擇權問題時，會如何應對,,,1.0
760,CF,0,181012_1042,1,1,8,96,1,8,4,12,7,0.0663285313827713,0.058750453655716954,0.0663285313827713,17,8,female,台灣本地生,是,4,1,1,中文,否,,否,,未來報酬對人有沒有吸引力,,,1.0
761,CF,0,181012_1042,1,1,8,96,2,2,4,6,4,0.16823611831060645,0.13118213223374553,0.16823611831060645,17,8,female,台灣本地生,是,4,1,1,中文,否,,否,,未來報酬對人有沒有吸引力,,,1.0
762,CF,0,181012_1042,1,1,8,96,3,8,0,8,4,0.04205902957765161,0.03279553305843638,0.04205902957765161,17,8,female,台灣本地生,是,4,1,1,中文,否,,否,,未來報酬對人有沒有吸引力,,,1.0
763,CF,0,181012_1042,1,1,8,96,4,1,0,1,3,0.26236426446749106,0.1823215567939546,0.26236426446749106,17,8,female,台灣本地生,是,4,1,1,中文,否,,否,,未來報酬對人有沒有吸引力,,,1.0
764,CF,0,181012_1042,1,1,8,96,5,2,0,2,3,0.13118213223374553,0.0911607783969773,0.13118213223374553,17,8,female,台灣本地生,是,4,1,1,中文,否,,否,,未來報酬對人有沒有吸引力,,,1.0
765,CF,0,181012_1042,1,1,8,96,6,4,4,8,6,0.11750090731143391,0.1013662770270411,0.11750090731143391,17,8,female,台灣本地生,是,4,1,1,中文,否,,否,,未來報酬對人有沒有吸引力,,,1.0
766,CF,0,181012_1042,1,1,8,96,7,1,4,5,2,0.1823215567939546,0.09531017980432493,0.1823215567939546,17,8,female,台灣本地生,是,4,1,1,中文,否,,否,,未來報酬對人有沒有吸引力,,,1.0
767,CF,0,181012_1042,1,1,8,96,8,4,0,4,5,0.1013662770270411,0.08411805915530322,0.1013662770270411,17,8,female,台灣本地生,是,4,1,1,中文,否,,否,,未來報酬對人有沒有吸引力,,,1.0
768,CF,0,181012_1042,1,1,9,97,1,2,4,6,5,0.2027325540540822,0.16823611831060645,0.2027325540540822,14,9,female,台灣本地生,否,2,1,0,中文,是,台語,否,,時間影響報酬決策,,,1.0
769,CF,0,181012_1042,1,1,9,97,2,1,0,1,3,0.26236426446749106,0.1823215567939546,0.26236426446749106,14,9,female,台灣本地生,否,2,1,0,中文,是,台語,否,,時間影響報酬決策,,,1.0
770,CF,0,181012_1042,1,1,9,97,3,8,0,8,2,0.022790194599244324,0.011913772475540617,0.022790194599244324,14,9,female,台灣本地生,否,2,1,0,中文,是,台語,否,,時間影響報酬決策,,,1.0
771,CF,0,181012_1042,1,1,9,97,4,8,4,12,10,0.08664339756999316,0.08023173577154934,0.08664339756999316,14,9,female,台灣本地生,否,2,1,0,中文,是,台語,否,,時間影響報酬決策,,,1.0
772,CF,0,181012_1042,1,1,9,97,5,4,4,8,10,0.17328679513998632,0.16046347154309867,0.17328679513998632,14,9,female,台灣本地生,否,2,1,0,中文,是,台語,否,,時間影響報酬決策,,,1.0
773,CF,0,181012_1042,1,1,9,97,6,1,4,5,4,0.3364722366212129,0.26236426446749106,0.3364722366212129,14,9,female,台灣本地生,否,2,1,0,中文,是,台語,否,,時間影響報酬決策,,,1.0
774,CF,0,181012_1042,1,1,9,97,7,4,0,4,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,14,9,female,台灣本地生,否,2,1,0,中文,是,台語,否,,時間影響報酬決策,,,1.0
775,CF,0,181012_1042,1,1,9,97,8,2,0,2,3,0.13118213223374553,0.0911607783969773,0.13118213223374553,14,9,female,台灣本地生,否,2,1,0,中文,是,台語,否,,時間影響報酬決策,,,1.0
776,CF,0,181012_1042,1,1,10,98,1,8,4,12,4,0.04205902957765161,0.03279553305843638,0.04205902957765161,18,10,female,台灣本地生,否,3,1,0,中文,是,英文,否,,以收款時間差距，測驗實驗者心理影響\r\n,,,1.0
777,CF,0,181012_1042,1,1,10,98,2,4,0,4,3,0.06559106611687276,0.04558038919848865,0.06559106611687276,18,10,female,台灣本地生,否,3,1,0,中文,是,英文,否,,以收款時間差距，測驗實驗者心理影響\r\n,,,1.0
778,CF,0,181012_1042,1,1,10,98,3,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,18,10,female,台灣本地生,否,3,1,0,中文,是,英文,否,,以收款時間差距，測驗實驗者心理影響\r\n,,,1.0
779,CF,0,181012_1042,1,1,10,98,4,2,0,2,1,0.04765508990216247,0.0,0.04765508990216247,18,10,female,台灣本地生,否,3,1,0,中文,是,英文,否,,以收款時間差距，測驗實驗者心理影響\r\n,,,1.0
780,CF,0,181012_1042,1,1,10,98,5,2,4,6,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,18,10,female,台灣本地生,否,3,1,0,中文,是,英文,否,,以收款時間差距，測驗實驗者心理影響\r\n,,,1.0
781,CF,0,181012_1042,1,1,10,98,6,8,0,8,2,0.022790194599244324,0.011913772475540617,0.022790194599244324,18,10,female,台灣本地生,否,3,1,0,中文,是,英文,否,,以收款時間差距，測驗實驗者心理影響\r\n,,,1.0
782,CF,0,181012_1042,1,1,10,98,7,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,18,10,female,台灣本地生,否,3,1,0,中文,是,英文,否,,以收款時間差距，測驗實驗者心理影響\r\n,,,1.0
783,CF,0,181012_1042,1,1,10,98,8,4,4,8,2,0.04558038919848865,0.023827544951081234,0.04558038919848865,18,10,female,台灣本地生,否,3,1,0,中文,是,英文,否,,以收款時間差距，測驗實驗者心理影響\r\n,,,1.0
784,CF,0,181012_1042,1,1,11,99,1,2,4,6,5,0.2027325540540822,0.16823611831060645,0.2027325540540822,17,11,male,台灣本地生,是,1,0,1,中文,否,,否,,研究人是否願意透過等待而獲取更高報酬或是願意等待讓自己未來更好,,,1.0
785,CF,0,181012_1042,1,1,11,99,2,1,4,5,2,0.1823215567939546,0.09531017980432493,0.1823215567939546,17,11,male,台灣本地生,是,1,0,1,中文,否,,否,,研究人是否願意透過等待而獲取更高報酬或是願意等待讓自己未來更好,,,1.0
786,CF,0,181012_1042,1,1,11,99,3,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,17,11,male,台灣本地生,是,1,0,1,中文,否,,否,,研究人是否願意透過等待而獲取更高報酬或是願意等待讓自己未來更好,,,1.0
787,CF,0,181012_1042,1,1,11,99,4,2,0,2,4,0.16823611831060645,0.13118213223374553,0.16823611831060645,17,11,male,台灣本地生,是,1,0,1,中文,否,,否,,研究人是否願意透過等待而獲取更高報酬或是願意等待讓自己未來更好,,,1.0
788,CF,0,181012_1042,1,1,11,99,5,8,0,8,8,0.07347333311276488,0.0663285313827713,0.07347333311276488,17,11,male,台灣本地生,是,1,0,1,中文,否,,否,,研究人是否願意透過等待而獲取更高報酬或是願意等待讓自己未來更好,,,1.0
789,CF,0,181012_1042,1,1,11,99,6,4,0,4,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,17,11,male,台灣本地生,是,1,0,1,中文,否,,否,,研究人是否願意透過等待而獲取更高報酬或是願意等待讓自己未來更好,,,1.0
790,CF,0,181012_1042,1,1,11,99,7,4,4,8,2,0.04558038919848865,0.023827544951081234,0.04558038919848865,17,11,male,台灣本地生,是,1,0,1,中文,否,,否,,研究人是否願意透過等待而獲取更高報酬或是願意等待讓自己未來更好,,,1.0
791,CF,0,181012_1042,1,1,11,99,8,8,4,12,2,0.022790194599244324,0.011913772475540617,0.022790194599244324,17,11,male,台灣本地生,是,1,0,1,中文,否,,否,,研究人是否願意透過等待而獲取更高報酬或是願意等待讓自己未來更好,,,1.0
792,CF,0,181012_1042,1,1,12,100,1,8,0,8,1,0.011913772475540617,0.0,0.011913772475540617,12,12,female,台灣本地生,是,2,1,1,中文,是,英文,否,,看大家在等待和報酬之間的取捨,,,1.0
793,CF,0,181012_1042,1,1,12,100,2,8,4,12,1,0.011913772475540617,0.0,0.011913772475540617,12,12,female,台灣本地生,是,2,1,1,中文,是,英文,否,,看大家在等待和報酬之間的取捨,,,1.0
794,CF,0,181012_1042,1,1,12,100,3,2,4,6,1,0.04765508990216247,0.0,0.04765508990216247,12,12,female,台灣本地生,是,2,1,1,中文,是,英文,否,,看大家在等待和報酬之間的取捨,,,1.0
795,CF,0,181012_1042,1,1,12,100,4,4,4,8,1,0.023827544951081234,0.0,0.023827544951081234,12,12,female,台灣本地生,是,2,1,1,中文,是,英文,否,,看大家在等待和報酬之間的取捨,,,1.0
796,CF,0,181012_1042,1,1,12,100,5,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,12,12,female,台灣本地生,是,2,1,1,中文,是,英文,否,,看大家在等待和報酬之間的取捨,,,1.0
797,CF,0,181012_1042,1,1,12,100,6,4,0,4,1,0.023827544951081234,0.0,0.023827544951081234,12,12,female,台灣本地生,是,2,1,1,中文,是,英文,否,,看大家在等待和報酬之間的取捨,,,1.0
798,CF,0,181012_1042,1,1,12,100,7,2,0,2,1,0.04765508990216247,0.0,0.04765508990216247,12,12,female,台灣本地生,是,2,1,1,中文,是,英文,否,,看大家在等待和報酬之間的取捨,,,1.0
799,CF,0,181012_1042,1,1,12,100,8,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,12,12,female,台灣本地生,是,2,1,1,中文,是,英文,否,,看大家在等待和報酬之間的取捨,,,1.0
800,CF,0,181012_1042,1,1,13,101,1,2,4,6,9,0.32092694308619735,0.29389333245105953,0.32092694308619735,10,13,male,台灣本地生,否,2,0,0,中文,否,,否,,實驗人願意以多少錢賭得更多的錢,,,1.0
801,CF,0,181012_1042,1,1,13,101,2,8,4,12,9,0.08023173577154934,0.07347333311276488,0.08023173577154934,10,13,male,台灣本地生,否,2,0,0,中文,否,,否,,實驗人願意以多少錢賭得更多的錢,,,1.0
802,CF,0,181012_1042,1,1,13,101,3,1,4,5,9,0.6418538861723947,0.5877866649021191,0.6418538861723947,10,13,male,台灣本地生,否,2,0,0,中文,否,,否,,實驗人願意以多少錢賭得更多的錢,,,1.0
803,CF,0,181012_1042,1,1,13,101,4,1,0,1,9,0.6418538861723947,0.5877866649021191,0.6418538861723947,10,13,male,台灣本地生,否,2,0,0,中文,否,,否,,實驗人願意以多少錢賭得更多的錢,,,1.0
804,CF,0,181012_1042,1,1,13,101,5,8,0,8,9,0.08023173577154934,0.07347333311276488,0.08023173577154934,10,13,male,台灣本地生,否,2,0,0,中文,否,,否,,實驗人願意以多少錢賭得更多的錢,,,1.0
805,CF,0,181012_1042,1,1,13,101,6,2,0,2,9,0.32092694308619735,0.29389333245105953,0.32092694308619735,10,13,male,台灣本地生,否,2,0,0,中文,否,,否,,實驗人願意以多少錢賭得更多的錢,,,1.0
806,CF,0,181012_1042,1,1,13,101,7,4,0,4,9,0.16046347154309867,0.14694666622552977,0.16046347154309867,10,13,male,台灣本地生,否,2,0,0,中文,否,,否,,實驗人願意以多少錢賭得更多的錢,,,1.0
807,CF,0,181012_1042,1,1,13,101,8,4,4,8,9,0.16046347154309867,0.14694666622552977,0.16046347154309867,10,13,male,台灣本地生,否,2,0,0,中文,否,,否,,實驗人願意以多少錢賭得更多的錢,,,1.0
808,CF,0,181012_1042,1,1,14,102,1,8,0,8,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,13,14,male,台灣本地生,是,4,0,1,中文,否,,否,,錄音檔有夠浪費時間 給的報酬又少 摳爆 不會再來第二次,,,1.0
809,CF,0,181012_1042,1,1,14,102,2,2,0,2,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,13,14,male,台灣本地生,是,4,0,1,中文,否,,否,,錄音檔有夠浪費時間 給的報酬又少 摳爆 不會再來第二次,,,1.0
810,CF,0,181012_1042,1,1,14,102,3,4,4,8,7,0.1326570627655426,0.11750090731143391,0.1326570627655426,13,14,male,台灣本地生,是,4,0,1,中文,否,,否,,錄音檔有夠浪費時間 給的報酬又少 摳爆 不會再來第二次,,,1.0
811,CF,0,181012_1042,1,1,14,102,4,1,4,5,3,0.26236426446749106,0.1823215567939546,0.26236426446749106,13,14,male,台灣本地生,是,4,0,1,中文,否,,否,,錄音檔有夠浪費時間 給的報酬又少 摳爆 不會再來第二次,,,1.0
812,CF,0,181012_1042,1,1,14,102,5,2,4,6,5,0.2027325540540822,0.16823611831060645,0.2027325540540822,13,14,male,台灣本地生,是,4,0,1,中文,否,,否,,錄音檔有夠浪費時間 給的報酬又少 摳爆 不會再來第二次,,,1.0
813,CF,0,181012_1042,1,1,14,102,6,4,0,4,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,13,14,male,台灣本地生,是,4,0,1,中文,否,,否,,錄音檔有夠浪費時間 給的報酬又少 摳爆 不會再來第二次,,,1.0
814,CF,0,181012_1042,1,1,14,102,7,1,0,1,5,0.4054651081081644,0.3364722366212129,0.4054651081081644,13,14,male,台灣本地生,是,4,0,1,中文,否,,否,,錄音檔有夠浪費時間 給的報酬又少 摳爆 不會再來第二次,,,1.0
815,CF,0,181012_1042,1,1,14,102,8,8,4,12,6,0.058750453655716954,0.05068313851352055,0.058750453655716954,13,14,male,台灣本地生,是,4,0,1,中文,否,,否,,錄音檔有夠浪費時間 給的報酬又少 摳爆 不會再來第二次,,,1.0
816,CF,0,181012_1042,1,1,15,103,1,8,0,8,7,0.0663285313827713,0.058750453655716954,0.0663285313827713,16,15,male,台灣本地生,是,4,0,1,中文,否,,否,,個人對貨幣時間價值的偏好程度,,,1.0
817,CF,0,181012_1042,1,1,15,103,2,8,4,12,8,0.07347333311276488,0.0663285313827713,0.07347333311276488,16,15,male,台灣本地生,是,4,0,1,中文,否,,否,,個人對貨幣時間價值的偏好程度,,,1.0
818,CF,0,181012_1042,1,1,15,103,3,2,4,6,5,0.2027325540540822,0.16823611831060645,0.2027325540540822,16,15,male,台灣本地生,是,4,0,1,中文,否,,否,,個人對貨幣時間價值的偏好程度,,,1.0
819,CF,0,181012_1042,1,1,15,103,4,4,4,8,6,0.11750090731143391,0.1013662770270411,0.11750090731143391,16,15,male,台灣本地生,是,4,0,1,中文,否,,否,,個人對貨幣時間價值的偏好程度,,,1.0
820,CF,0,181012_1042,1,1,15,103,5,1,0,1,4,0.3364722366212129,0.26236426446749106,0.3364722366212129,16,15,male,台灣本地生,是,4,0,1,中文,否,,否,,個人對貨幣時間價值的偏好程度,,,1.0
821,CF,0,181012_1042,1,1,15,103,6,4,0,4,6,0.11750090731143391,0.1013662770270411,0.11750090731143391,16,15,male,台灣本地生,是,4,0,1,中文,否,,否,,個人對貨幣時間價值的偏好程度,,,1.0
822,CF,0,181012_1042,1,1,15,103,7,2,0,2,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,16,15,male,台灣本地生,是,4,0,1,中文,否,,否,,個人對貨幣時間價值的偏好程度,,,1.0
823,CF,0,181012_1042,1,1,15,103,8,1,4,5,5,0.4054651081081644,0.3364722366212129,0.4054651081081644,16,15,male,台灣本地生,是,4,0,1,中文,否,,否,,個人對貨幣時間價值的偏好程度,,,1.0
824,CN,0,181012_1420,0,1,1,104,1,8,4,12,10,0.08664339756999316,0.08023173577154934,0.08664339756999316,10,1,female,台灣本地生,否,2,1,0,中文,是,英文,否,,測驗耐心與等待,,,1.0
825,CN,0,181012_1420,0,1,1,104,2,4,0,4,5,0.1013662770270411,0.08411805915530322,0.1013662770270411,10,1,female,台灣本地生,否,2,1,0,中文,是,英文,否,,測驗耐心與等待,,,1.0
826,CN,0,181012_1420,0,1,1,104,3,1,0,1,9,0.6418538861723947,0.5877866649021191,0.6418538861723947,10,1,female,台灣本地生,否,2,1,0,中文,是,英文,否,,測驗耐心與等待,,,1.0
827,CN,0,181012_1420,0,1,1,104,4,2,0,2,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,10,1,female,台灣本地生,否,2,1,0,中文,是,英文,否,,測驗耐心與等待,,,1.0
828,CN,0,181012_1420,0,1,1,104,5,2,4,6,5,0.2027325540540822,0.16823611831060645,0.2027325540540822,10,1,female,台灣本地生,否,2,1,0,中文,是,英文,否,,測驗耐心與等待,,,1.0
829,CN,0,181012_1420,0,1,1,104,6,8,0,8,1,0.011913772475540617,0.0,0.011913772475540617,10,1,female,台灣本地生,否,2,1,0,中文,是,英文,否,,測驗耐心與等待,,,1.0
830,CN,0,181012_1420,0,1,1,104,7,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,10,1,female,台灣本地生,否,2,1,0,中文,是,英文,否,,測驗耐心與等待,,,1.0
831,CN,0,181012_1420,0,1,1,104,8,4,4,8,1,0.023827544951081234,0.0,0.023827544951081234,10,1,female,台灣本地生,否,2,1,0,中文,是,英文,否,,測驗耐心與等待,,,1.0
832,CN,0,181012_1420,0,1,2,105,1,8,0,8,9,0.08023173577154934,0.07347333311276488,0.08023173577154934,10,2,female,台灣本地生,是,2,1,1,中文,否,,否,,拿獎金,,,1.0
833,CN,0,181012_1420,0,1,2,105,2,2,0,2,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,10,2,female,台灣本地生,是,2,1,1,中文,否,,否,,拿獎金,,,1.0
834,CN,0,181012_1420,0,1,2,105,3,4,4,8,1,0.023827544951081234,0.0,0.023827544951081234,10,2,female,台灣本地生,是,2,1,1,中文,否,,否,,拿獎金,,,1.0
835,CN,0,181012_1420,0,1,2,105,4,1,4,5,4,0.3364722366212129,0.26236426446749106,0.3364722366212129,10,2,female,台灣本地生,是,2,1,1,中文,否,,否,,拿獎金,,,1.0
836,CN,0,181012_1420,0,1,2,105,5,2,4,6,3,0.13118213223374553,0.0911607783969773,0.13118213223374553,10,2,female,台灣本地生,是,2,1,1,中文,否,,否,,拿獎金,,,1.0
837,CN,0,181012_1420,0,1,2,105,6,4,0,4,7,0.1326570627655426,0.11750090731143391,0.1326570627655426,10,2,female,台灣本地生,是,2,1,1,中文,否,,否,,拿獎金,,,1.0
838,CN,0,181012_1420,0,1,2,105,7,1,0,1,2,0.1823215567939546,0.09531017980432493,0.1823215567939546,10,2,female,台灣本地生,是,2,1,1,中文,否,,否,,拿獎金,,,1.0
839,CN,0,181012_1420,0,1,2,105,8,8,4,12,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,10,2,female,台灣本地生,是,2,1,1,中文,否,,否,,拿獎金,,,1.0
840,CN,0,181012_1420,0,1,3,106,1,2,4,6,3,0.13118213223374553,0.0911607783969773,0.13118213223374553,10,3,male,台灣本地生,是,1,0,1,中文,否,,否,,人們對時間的價值衡量及機會成本,,,1.0
841,CN,0,181012_1420,0,1,3,106,2,8,4,12,3,0.03279553305843638,0.022790194599244324,0.03279553305843638,10,3,male,台灣本地生,是,1,0,1,中文,否,,否,,人們對時間的價值衡量及機會成本,,,1.0
842,CN,0,181012_1420,0,1,3,106,3,1,4,5,3,0.26236426446749106,0.1823215567939546,0.26236426446749106,10,3,male,台灣本地生,是,1,0,1,中文,否,,否,,人們對時間的價值衡量及機會成本,,,1.0
843,CN,0,181012_1420,0,1,3,106,4,1,0,1,2,0.1823215567939546,0.09531017980432493,0.1823215567939546,10,3,male,台灣本地生,是,1,0,1,中文,否,,否,,人們對時間的價值衡量及機會成本,,,1.0
844,CN,0,181012_1420,0,1,3,106,5,8,0,8,3,0.03279553305843638,0.022790194599244324,0.03279553305843638,10,3,male,台灣本地生,是,1,0,1,中文,否,,否,,人們對時間的價值衡量及機會成本,,,1.0
845,CN,0,181012_1420,0,1,3,106,6,2,0,2,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,10,3,male,台灣本地生,是,1,0,1,中文,否,,否,,人們對時間的價值衡量及機會成本,,,1.0
846,CN,0,181012_1420,0,1,3,106,7,4,0,4,3,0.06559106611687276,0.04558038919848865,0.06559106611687276,10,3,male,台灣本地生,是,1,0,1,中文,否,,否,,人們對時間的價值衡量及機會成本,,,1.0
847,CN,0,181012_1420,0,1,3,106,8,4,4,8,3,0.06559106611687276,0.04558038919848865,0.06559106611687276,10,3,male,台灣本地生,是,1,0,1,中文,否,,否,,人們對時間的價值衡量及機會成本,,,1.0
848,CN,0,181012_1420,0,1,4,107,1,8,0,8,1,0.011913772475540617,0.0,0.011913772475540617,13,4,male,台灣本地生,是,4,0,1,中文,否,,否,,人們對於預期未來領報酬和現領報酬的跨期替代偏好,,,1.0
849,CN,0,181012_1420,0,1,4,107,2,8,4,12,1,0.011913772475540617,0.0,0.011913772475540617,13,4,male,台灣本地生,是,4,0,1,中文,否,,否,,人們對於預期未來領報酬和現領報酬的跨期替代偏好,,,1.0
850,CN,0,181012_1420,0,1,4,107,3,2,4,6,1,0.04765508990216247,0.0,0.04765508990216247,13,4,male,台灣本地生,是,4,0,1,中文,否,,否,,人們對於預期未來領報酬和現領報酬的跨期替代偏好,,,1.0
851,CN,0,181012_1420,0,1,4,107,4,4,4,8,1,0.023827544951081234,0.0,0.023827544951081234,13,4,male,台灣本地生,是,4,0,1,中文,否,,否,,人們對於預期未來領報酬和現領報酬的跨期替代偏好,,,1.0
852,CN,0,181012_1420,0,1,4,107,5,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,13,4,male,台灣本地生,是,4,0,1,中文,否,,否,,人們對於預期未來領報酬和現領報酬的跨期替代偏好,,,1.0
853,CN,0,181012_1420,0,1,4,107,6,4,0,4,1,0.023827544951081234,0.0,0.023827544951081234,13,4,male,台灣本地生,是,4,0,1,中文,否,,否,,人們對於預期未來領報酬和現領報酬的跨期替代偏好,,,1.0
854,CN,0,181012_1420,0,1,4,107,7,2,0,2,1,0.04765508990216247,0.0,0.04765508990216247,13,4,male,台灣本地生,是,4,0,1,中文,否,,否,,人們對於預期未來領報酬和現領報酬的跨期替代偏好,,,1.0
855,CN,0,181012_1420,0,1,4,107,8,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,13,4,male,台灣本地生,是,4,0,1,中文,否,,否,,人們對於預期未來領報酬和現領報酬的跨期替代偏好,,,1.0
856,CN,0,181012_1420,0,1,5,108,1,8,0,8,1,0.011913772475540617,0.0,0.011913772475540617,11,5,female,台灣本地生,否,3,1,0,中文,是,英文,否,,了解是否會為了更高的報酬而等待、等待多久時間,,,1.0
857,CN,0,181012_1420,0,1,5,108,2,8,4,12,1,0.011913772475540617,0.0,0.011913772475540617,11,5,female,台灣本地生,否,3,1,0,中文,是,英文,否,,了解是否會為了更高的報酬而等待、等待多久時間,,,1.0
858,CN,0,181012_1420,0,1,5,108,3,2,4,6,1,0.04765508990216247,0.0,0.04765508990216247,11,5,female,台灣本地生,否,3,1,0,中文,是,英文,否,,了解是否會為了更高的報酬而等待、等待多久時間,,,1.0
859,CN,0,181012_1420,0,1,5,108,4,4,4,8,1,0.023827544951081234,0.0,0.023827544951081234,11,5,female,台灣本地生,否,3,1,0,中文,是,英文,否,,了解是否會為了更高的報酬而等待、等待多久時間,,,1.0
860,CN,0,181012_1420,0,1,5,108,5,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,11,5,female,台灣本地生,否,3,1,0,中文,是,英文,否,,了解是否會為了更高的報酬而等待、等待多久時間,,,1.0
